departement,section_naf,section_libelle,code_idcc,nb_entreprises
48,G,Commerce ; réparation d'automobiles et de motocycles,3216,5
48,G,Commerce ; réparation d'automobiles et de motocycles,1077,5
48,H,Transports et entreposage,0016,48
48,H,Transports et entreposage,2219,11
48,H,Transports et entreposage,9999,9
48,I,Hébergement et restauration,1979,255
48,I,Hébergement et restauration,1501,30
48,I,Hébergement et restauration,9999,29
48,I,Hébergement et restauration,1631,24
48,I,Hébergement et restauration,1316,10
48,I,Hébergement et restauration,1527,7
48,J,Information et communication,1486,12
48,J,Information et communication,1922,5
48,K,Activités financières et d'assurance,9999,17
48,K,Activités financières et d'assurance,2335,14
48,K,Activités financières et d'assurance,1147,8
48,L,Activités immobilières,1527,13
48,L,Activités immobilières,9999,6
48,M,"Activités spécialisées, scientifiques et techniques",9999,27
48,M,"Activités spécialisées, scientifiques et techniques",1486,15
48,M,"Activités spécialisées, scientifiques et techniques",1875,11
48,M,"Activités spécialisées, scientifiques et techniques",2205,9
48,M,"Activités spécialisées, scientifiques et techniques",0787,9
48,M,"Activités spécialisées, scientifiques et techniques",2332,7
48,M,"Activités spécialisées, scientifiques et techniques",2543,5
48,M,"Activités spécialisées, scientifiques et techniques",1090,5
48,N,Activités de services administratifs et de soutien,7024,26
48,N,Activités de services administratifs et de soutien,9999,13
48,N,Activités de services administratifs et de soutien,1043,12
48,N,Activités de services administratifs et de soutien,1909,9
48,N,Activités de services administratifs et de soutien,7018,8
48,N,Activités de services administratifs et de soutien,1557,5
48,O,Administration publique,5021,171
48,O,Administration publique,9999,5
48,P,Enseignement,9999,25
48,P,Enseignement,3218,19
48,P,Enseignement,5024,17
48,P,Enseignement,1090,5
48,Q,Santé humaine et action sociale,1147,35
48,Q,Santé humaine et action sociale,2941,27
48,Q,Santé humaine et action sociale,9999,26
48,Q,Santé humaine et action sociale,0029,20
48,Q,Santé humaine et action sociale,1619,14
48,Q,Santé humaine et action sociale,0016,13
48,Q,Santé humaine et action sociale,5022,11
48,Q,Santé humaine et action sociale,0413,8
48,Q,Santé humaine et action sociale,5021,7
48,R,"Arts, spectacles et activités récréatives",2511,35
48,R,"Arts, spectacles et activités récréatives",1285,19
48,R,"Arts, spectacles et activités récréatives",3090,14
48,R,"Arts, spectacles et activités récréatives",9999,11
48,R,"Arts, spectacles et activités récréatives",1518,11
48,R,"Arts, spectacles et activités récréatives",1790,5
48,S,Autres activités de services,9999,45
48,S,Autres activités de services,2596,35
48,S,Autres activités de services,1518,31
48,S,Autres activités de services,0759,7
48,S,Autres activités de services,3032,7
49,A,"Agriculture, sylviculture et pêche",7024,1961
49,A,"Agriculture, sylviculture et pêche",9491,273
49,A,"Agriculture, sylviculture et pêche",7025,90
49,A,"Agriculture, sylviculture et pêche",7026,39
49,A,"Agriculture, sylviculture et pêche",9999,35
49,A,"Agriculture, sylviculture et pêche",8526,32
49,A,"Agriculture, sylviculture et pêche",9494,28
49,A,"Agriculture, sylviculture et pêche",9492,25
49,A,"Agriculture, sylviculture et pêche",8525,19
49,A,"Agriculture, sylviculture et pêche",0493,18
49,A,"Agriculture, sylviculture et pêche",0804,12
49,A,"Agriculture, sylviculture et pêche",1404,9
49,A,"Agriculture, sylviculture et pêche",8522,7
49,A,"Agriculture, sylviculture et pêche",7018,6
49,A,"Agriculture, sylviculture et pêche",9497,6
49,B,Industries extractives,3249,8
49,C,Industrie manufacturière,3248,486
49,C,Industrie manufacturière,0843,290
49,C,Industrie manufacturière,9999,104
49,C,Industrie manufacturière,0292,56
49,C,Industrie manufacturière,1411,48
49,C,Industrie manufacturière,1404,42
49,C,Industrie manufacturière,0184,34
49,C,Industrie manufacturière,1596,30
49,C,Industrie manufacturière,2609,30
49,C,Industrie manufacturière,0018,26
49,C,Industrie manufacturière,0804,26
49,C,Industrie manufacturière,0158,23
49,C,Industrie manufacturière,0953,21
49,C,Industrie manufacturière,3109,21
49,C,Industrie manufacturière,1580,19
49,C,Industrie manufacturière,0044,19
49,C,Industrie manufacturière,0993,19
49,C,Industrie manufacturière,1267,19
49,C,Industrie manufacturière,0493,18
49,C,Industrie manufacturière,1412,18
49,C,Industrie manufacturière,1396,18
49,C,Industrie manufacturière,1597,16
49,C,Industrie manufacturière,2528,16
49,C,Industrie manufacturière,1534,13
49,C,Industrie manufacturière,3255,12
49,C,Industrie manufacturière,1090,12
49,C,Industrie manufacturière,3249,12
49,C,Industrie manufacturière,7024,11
49,C,Industrie manufacturière,2420,11
49,C,Industrie manufacturière,1286,10
49,C,Industrie manufacturière,1902,10
49,C,Industrie manufacturière,1513,10
49,C,Industrie manufacturière,3251,10
49,C,Industrie manufacturière,1555,9
49,C,Industrie manufacturière,3254,8
49,C,Industrie manufacturière,3238,8
49,C,Industrie manufacturière,1930,8
49,C,Industrie manufacturière,0247,8
49,C,Industrie manufacturière,0573,7
49,C,Industrie manufacturière,0489,6
49,C,Industrie manufacturière,1586,6
49,C,Industrie manufacturière,0650,6
49,C,Industrie manufacturière,0112,5
49,C,Industrie manufacturière,1486,5
49,C,Industrie manufacturière,9998,5
49,D,"Production et distribution d'électricité, de gaz, de vapeur",9999,13
49,D,"Production et distribution d'électricité, de gaz, de vapeur",7024,8
49,E,"Production et distribution d'eau ; assainissement, déchets",0637,18
49,E,"Production et distribution d'eau ; assainissement, déchets",2149,14
49,E,"Production et distribution d'eau ; assainissement, déchets",2272,7
49,E,"Production et distribution d'eau ; assainissement, déchets",7024,5
49,E,"Production et distribution d'eau ; assainissement, déchets",9999,5
49,F,Construction,1596,1624
49,F,Construction,2609,1191
49,F,Construction,2420,392
49,F,Construction,1597,279
49,F,Construction,1702,114
49,F,Construction,9999,79
49,F,Construction,2614,79
49,F,Construction,0804,40
49,F,Construction,3248,37
49,F,Construction,3212,34
49,F,Construction,1512,23
49,F,Construction,9998,8
49,F,Construction,1412,6
49,F,Construction,1486,5
49,G,Commerce ; réparation d'automobiles et de motocycles,1090,688
49,G,Commerce ; réparation d'automobiles et de motocycles,0573,239
49,G,Commerce ; réparation d'automobiles et de motocycles,1505,226
49,G,Commerce ; réparation d'automobiles et de motocycles,1996,216
49,G,Commerce ; réparation d'automobiles et de motocycles,9999,212
49,G,Commerce ; réparation d'automobiles et de motocycles,1517,161
49,G,Commerce ; réparation d'automobiles et de motocycles,1483,118
49,G,Commerce ; réparation d'automobiles et de motocycles,3237,113
49,G,Commerce ; réparation d'automobiles et de motocycles,1431,103
49,G,Commerce ; réparation d'automobiles et de motocycles,2216,101
49,G,Commerce ; réparation d'automobiles et de motocycles,1978,70
49,G,Commerce ; réparation d'automobiles et de motocycles,3254,67
49,G,Commerce ; réparation d'automobiles et de motocycles,1880,63
49,G,Commerce ; réparation d'automobiles et de motocycles,1539,56
49,G,Commerce ; réparation d'automobiles et de motocycles,1404,54
49,G,Commerce ; réparation d'automobiles et de motocycles,0804,53
49,G,Commerce ; réparation d'automobiles et de motocycles,0043,47
49,G,Commerce ; réparation d'automobiles et de motocycles,1557,45
49,G,Commerce ; réparation d'automobiles et de motocycles,3216,35
49,G,Commerce ; réparation d'automobiles et de motocycles,1686,32
49,G,Commerce ; réparation d'automobiles et de motocycles,0493,29
49,G,Commerce ; réparation d'automobiles et de motocycles,3248,27
49,G,Commerce ; réparation d'automobiles et de motocycles,1982,27
49,G,Commerce ; réparation d'automobiles et de motocycles,2198,27
49,G,Commerce ; réparation d'automobiles et de motocycles,7024,26
49,G,Commerce ; réparation d'automobiles et de motocycles,0733,22
49,G,Commerce ; réparation d'automobiles et de motocycles,1077,21
49,G,Commerce ; réparation d'automobiles et de motocycles,3243,20
49,G,Commerce ; réparation d'automobiles et de motocycles,1487,19
49,G,Commerce ; réparation d'automobiles et de motocycles,3013,18
49,G,Commerce ; réparation d'automobiles et de motocycles,0500,17
49,G,Commerce ; réparation d'automobiles et de motocycles,1408,14
49,G,Commerce ; réparation d'automobiles et de motocycles,1760,14
49,G,Commerce ; réparation d'automobiles et de motocycles,1286,14
49,G,Commerce ; réparation d'automobiles et de motocycles,9998,14
49,G,Commerce ; réparation d'automobiles et de motocycles,1606,13
49,G,Commerce ; réparation d'automobiles et de motocycles,1979,10
49,G,Commerce ; réparation d'automobiles et de motocycles,0675,9
49,G,Commerce ; réparation d'automobiles et de motocycles,1536,7
49,G,Commerce ; réparation d'automobiles et de motocycles,1486,7
49,G,Commerce ; réparation d'automobiles et de motocycles,0992,6
49,G,Commerce ; réparation d'automobiles et de motocycles,0953,6
49,G,Commerce ; réparation d'automobiles et de motocycles,1596,6
49,G,Commerce ; réparation d'automobiles et de motocycles,3224,6
49,G,Commerce ; réparation d'automobiles et de motocycles,0637,6
49,G,Commerce ; réparation d'automobiles et de motocycles,1405,6
49,G,Commerce ; réparation d'automobiles et de motocycles,1555,6
49,G,Commerce ; réparation d'automobiles et de motocycles,2098,5
49,G,Commerce ; réparation d'automobiles et de motocycles,3032,5
49,H,Transports et entreposage,0016,282
49,H,Transports et entreposage,2219,45
49,H,Transports et entreposage,9999,23
49,I,Hébergement et restauration,1979,1068
49,I,Hébergement et restauration,1501,303
49,I,Hébergement et restauration,9999,91
49,I,Hébergement et restauration,1631,28
49,I,Hébergement et restauration,1316,17
49,I,Hébergement et restauration,1266,12
49,I,Hébergement et restauration,1527,8
49,I,Hébergement et restauration,0953,6
49,I,Hébergement et restauration,3237,5
49,I,Hébergement et restauration,2336,5
49,I,Hébergement et restauration,9998,5
49,J,Information et communication,1486,196
49,J,Information et communication,9999,29
49,J,Information et communication,2642,29
49,J,Information et communication,2121,13
49,J,Information et communication,1480,11
49,J,Information et communication,2098,6
49,J,Information et communication,1922,5
49,K,Activités financières et d'assurance,9999,241
49,K,Activités financières et d'assurance,1147,90
49,K,Activités financières et d'assurance,2335,80
49,K,Activités financières et d'assurance,0478,37
49,K,Activités financières et d'assurance,1619,31
49,K,Activités financières et d'assurance,2609,31
49,K,Activités financières et d'assurance,3248,30
49,K,Activités financières et d'assurance,1486,27
49,K,Activités financières et d'assurance,2098,24
49,K,Activités financières et d'assurance,2247,23
49,K,Activités financières et d'assurance,1090,21
49,K,Activités financières et d'assurance,2420,17
49,K,Activités financières et d'assurance,0016,15
49,K,Activités financières et d'assurance,2216,15
49,K,Activités financières et d'assurance,0573,10
49,K,Activités financières et d'assurance,2931,9
49,K,Activités financières et d'assurance,1527,6
49,K,Activités financières et d'assurance,0292,6
49,K,Activités financières et d'assurance,1404,5
49,K,Activités financières et d'assurance,1979,5
49,K,Activités financières et d'assurance,0843,5
49,L,Activités immobilières,1527,196
49,L,Activités immobilières,9999,79
49,L,Activités immobilières,1043,14
49,L,Activités immobilières,1979,9
49,L,Activités immobilières,9998,6
49,L,Activités immobilières,1486,6
49,L,Activités immobilières,7024,5
49,L,Activités immobilières,2098,5
49,L,Activités immobilières,3220,5
49,M,"Activités spécialisées, scientifiques et techniques",1486,417
49,M,"Activités spécialisées, scientifiques et techniques",9999,308
49,M,"Activités spécialisées, scientifiques et techniques",2332,89
49,M,"Activités spécialisées, scientifiques et techniques",0787,79
49,M,"Activités spécialisées, scientifiques et techniques",2205,66
49,M,"Activités spécialisées, scientifiques et techniques",1090,60
49,M,"Activités spécialisées, scientifiques et techniques",2098,59
49,M,"Activités spécialisées, scientifiques et techniques",3253,54
49,M,"Activités spécialisées, scientifiques et techniques",0086,47
49,M,"Activités spécialisées, scientifiques et techniques",3248,45
49,M,"Activités spécialisées, scientifiques et techniques",1875,43
49,M,"Activités spécialisées, scientifiques et techniques",2609,22
49,M,"Activités spécialisées, scientifiques et techniques",3213,21
49,M,"Activités spécialisées, scientifiques et techniques",2420,16
49,M,"Activités spécialisées, scientifiques et techniques",3250,16
49,M,"Activités spécialisées, scientifiques et techniques",3168,15
49,M,"Activités spécialisées, scientifiques et techniques",1000,10
49,M,"Activités spécialisées, scientifiques et techniques",2543,9
49,M,"Activités spécialisées, scientifiques et techniques",0804,8
49,M,"Activités spécialisées, scientifiques et techniques",0573,8
49,M,"Activités spécialisées, scientifiques et techniques",0016,8
49,M,"Activités spécialisées, scientifiques et techniques",1516,8
49,M,"Activités spécialisées, scientifiques et techniques",2216,7
49,M,"Activités spécialisées, scientifiques et techniques",9998,7
49,M,"Activités spécialisées, scientifiques et techniques",1527,6
49,M,"Activités spécialisées, scientifiques et techniques",1979,6
49,M,"Activités spécialisées, scientifiques et techniques",0478,6
49,M,"Activités spécialisées, scientifiques et techniques",0292,6
49,M,"Activités spécialisées, scientifiques et techniques",0044,6
49,M,"Activités spécialisées, scientifiques et techniques",1580,5
49,M,"Activités spécialisées, scientifiques et techniques",1517,5
49,M,"Activités spécialisées, scientifiques et techniques",3244,5
49,N,Activités de services administratifs et de soutien,7018,299
49,N,Activités de services administratifs et de soutien,9999,132
49,N,Activités de services administratifs et de soutien,3043,94
49,N,Activités de services administratifs et de soutien,1043,89
49,N,Activités de services administratifs et de soutien,1147,87
49,N,Activités de services administratifs et de soutien,7024,83
49,N,Activités de services administratifs et de soutien,2098,76
49,N,Activités de services administratifs et de soutien,2378,40
49,N,Activités de services administratifs et de soutien,1413,36
49,N,Activités de services administratifs et de soutien,1486,30
49,N,Activités de services administratifs et de soutien,1351,23
49,N,Activités de services administratifs et de soutien,3127,19
49,N,Activités de services administratifs et de soutien,3245,17
49,N,Activités de services administratifs et de soutien,1404,16
49,N,Activités de services administratifs et de soutien,1619,16
49,N,Activités de services administratifs et de soutien,1090,13
49,N,Activités de services administratifs et de soutien,3248,12
49,N,Activités de services administratifs et de soutien,1605,9
49,N,Activités de services administratifs et de soutien,1909,6
49,N,Activités de services administratifs et de soutien,1596,6
49,N,Activités de services administratifs et de soutien,9491,5
49,N,Activités de services administratifs et de soutien,1710,5
49,N,Activités de services administratifs et de soutien,1979,5
49,N,Activités de services administratifs et de soutien,9998,5
49,O,Administration publique,5021,217
49,O,Administration publique,9999,18
49,O,Administration publique,5003,7
49,P,Enseignement,3218,258
49,P,Enseignement,5024,227
49,P,Enseignement,9999,119
49,P,Enseignement,1516,82
49,P,Enseignement,1090,72
49,P,Enseignement,1518,48
49,P,Enseignement,7026,34
49,P,Enseignement,2691,31
49,P,Enseignement,2511,28
49,P,Enseignement,7508,19
49,P,Enseignement,7520,5
49,Q,Santé humaine et action sociale,1619,213
49,Q,Santé humaine et action sociale,1147,187
49,Q,Santé humaine et action sociale,9999,173
49,Q,Santé humaine et action sociale,3127,123
49,Q,Santé humaine et action sociale,2941,69
49,Q,Santé humaine et action sociale,2264,43
49,Q,Santé humaine et action sociale,5021,42
49,Q,Santé humaine et action sociale,1261,29
49,Q,Santé humaine et action sociale,0029,27
49,Q,Santé humaine et action sociale,5022,27
49,Q,Santé humaine et action sociale,0413,25
49,Q,Santé humaine et action sociale,1518,23
49,Q,Santé humaine et action sociale,0016,20
49,Q,Santé humaine et action sociale,3016,7
49,R,"Arts, spectacles et activités récréatives",2511,590
49,R,"Arts, spectacles et activités récréatives",1285,118
49,R,"Arts, spectacles et activités récréatives",9999,111
49,R,"Arts, spectacles et activités récréatives",3090,93
49,R,"Arts, spectacles et activités récréatives",1518,62
49,R,"Arts, spectacles et activités récréatives",1790,53
49,R,"Arts, spectacles et activités récréatives",7026,48
49,R,"Arts, spectacles et activités récréatives",3252,9
49,R,"Arts, spectacles et activités récréatives",1979,6
49,R,"Arts, spectacles et activités récréatives",2717,5
49,S,Autres activités de services,2596,460
49,S,Autres activités de services,9999,235
49,S,Autres activités de services,3032,134
49,S,Autres activités de services,1518,91
49,S,Autres activités de services,1978,22
49,S,Autres activités de services,2002,20
49,S,Autres activités de services,0759,17
49,S,Autres activités de services,2511,17
49,S,Autres activités de services,1686,13
49,S,Autres activités de services,1486,11
49,S,Autres activités de services,1261,11
49,S,Autres activités de services,3248,10
49,S,Autres activités de services,2528,9
49,S,Autres activités de services,1411,8
49,S,Autres activités de services,7024,8
49,S,Autres activités de services,3127,8
49,S,Autres activités de services,0413,7
49,S,Autres activités de services,0029,7
49,S,Autres activités de services,1090,7
49,S,Autres activités de services,1539,6
49,S,Autres activités de services,3218,5
50,A,"Agriculture, sylviculture et pêche",7024,1717
50,A,"Agriculture, sylviculture et pêche",9999,221
50,A,"Agriculture, sylviculture et pêche",7019,137
50,A,"Agriculture, sylviculture et pêche",5619,100
50,A,"Agriculture, sylviculture et pêche",9501,73
50,A,"Agriculture, sylviculture et pêche",7025,70
50,A,"Agriculture, sylviculture et pêche",8252,32
50,A,"Agriculture, sylviculture et pêche",7026,25
50,A,"Agriculture, sylviculture et pêche",1404,8
50,B,Industries extractives,3249,10
50,C,Industrie manufacturière,0843,266
50,C,Industrie manufacturière,3248,173
50,C,Industrie manufacturière,9999,60
50,C,Industrie manufacturière,1404,26
50,C,Industrie manufacturière,0953,22
50,C,Industrie manufacturière,1411,21
50,C,Industrie manufacturière,0993,19
50,C,Industrie manufacturière,0247,18
50,C,Industrie manufacturière,0184,17
50,C,Industrie manufacturière,1267,14
50,C,Industrie manufacturière,3236,14
50,C,Industrie manufacturière,2609,13
50,C,Industrie manufacturière,0112,13
50,C,Industrie manufacturière,1396,12
50,C,Industrie manufacturière,0292,12
50,C,Industrie manufacturière,3109,12
50,C,Industrie manufacturière,2420,11
50,C,Industrie manufacturière,1596,10
50,C,Industrie manufacturière,1090,10
50,C,Industrie manufacturière,0158,9
50,C,Industrie manufacturière,1586,9
50,C,Industrie manufacturière,1513,8
50,C,Industrie manufacturière,1597,8
50,C,Industrie manufacturière,1412,6
50,C,Industrie manufacturière,0493,6
50,C,Industrie manufacturière,3254,6
50,C,Industrie manufacturière,1930,6
50,C,Industrie manufacturière,3222,6
50,C,Industrie manufacturière,0018,5
50,C,Industrie manufacturière,1589,5
50,C,Industrie manufacturière,3255,5
50,C,Industrie manufacturière,7024,5
50,C,Industrie manufacturière,8251,5
50,D,"Production et distribution d'électricité, de gaz, de vapeur",9999,12
50,E,"Production et distribution d'eau ; assainissement, déchets",5021,12
50,E,"Production et distribution d'eau ; assainissement, déchets",2149,11
50,E,"Production et distribution d'eau ; assainissement, déchets",2147,5
50,F,Construction,1596,931
50,F,Construction,2609,652
50,F,Construction,2420,215
50,F,Construction,1597,182
50,F,Construction,1702,84
50,F,Construction,2614,49
50,F,Construction,9999,33
50,F,Construction,3212,24
50,F,Construction,0804,18
50,F,Construction,1512,9
50,F,Construction,5021,8
50,F,Construction,7025,6
50,F,Construction,8252,6
50,F,Construction,3248,5
50,G,Commerce ; réparation d'automobiles et de motocycles,1090,460
50,G,Commerce ; réparation d'automobiles et de motocycles,1505,162
50,G,Commerce ; réparation d'automobiles et de motocycles,1483,159
50,G,Commerce ; réparation d'automobiles et de motocycles,1517,142
50,G,Commerce ; réparation d'automobiles et de motocycles,3254,134
50,G,Commerce ; réparation d'automobiles et de motocycles,1996,131
50,G,Commerce ; réparation d'automobiles et de motocycles,9999,129
50,G,Commerce ; réparation d'automobiles et de motocycles,2216,83
50,G,Commerce ; réparation d'automobiles et de motocycles,1431,80
50,G,Commerce ; réparation d'automobiles et de motocycles,0573,75
50,G,Commerce ; réparation d'automobiles et de motocycles,1978,64
50,G,Commerce ; réparation d'automobiles et de motocycles,3237,61
50,G,Commerce ; réparation d'automobiles et de motocycles,1404,50
50,G,Commerce ; réparation d'automobiles et de motocycles,1880,46
50,G,Commerce ; réparation d'automobiles et de motocycles,1539,44
50,G,Commerce ; réparation d'automobiles et de motocycles,1557,38
50,G,Commerce ; réparation d'automobiles et de motocycles,1686,26
50,G,Commerce ; réparation d'automobiles et de motocycles,0733,24
50,G,Commerce ; réparation d'automobiles et de motocycles,1487,21
50,G,Commerce ; réparation d'automobiles et de motocycles,3216,21
50,G,Commerce ; réparation d'automobiles et de motocycles,1589,20
50,G,Commerce ; réparation d'automobiles et de motocycles,1077,19
50,G,Commerce ; réparation d'automobiles et de motocycles,2198,18
50,G,Commerce ; réparation d'automobiles et de motocycles,1606,15
50,G,Commerce ; réparation d'automobiles et de motocycles,1408,15
50,G,Commerce ; réparation d'automobiles et de motocycles,1982,14
50,G,Commerce ; réparation d'automobiles et de motocycles,3013,13
50,G,Commerce ; réparation d'automobiles et de motocycles,1979,12
50,G,Commerce ; réparation d'automobiles et de motocycles,0043,11
50,G,Commerce ; réparation d'automobiles et de motocycles,0953,10
50,G,Commerce ; réparation d'automobiles et de motocycles,3243,10
50,G,Commerce ; réparation d'automobiles et de motocycles,1286,9
50,G,Commerce ; réparation d'automobiles et de motocycles,1504,9
50,G,Commerce ; réparation d'automobiles et de motocycles,3248,8
50,G,Commerce ; réparation d'automobiles et de motocycles,0804,7
50,G,Commerce ; réparation d'automobiles et de motocycles,3236,7
50,G,Commerce ; réparation d'automobiles et de motocycles,0992,6
50,G,Commerce ; réparation d'automobiles et de motocycles,7024,6
50,G,Commerce ; réparation d'automobiles et de motocycles,1405,5
50,G,Commerce ; réparation d'automobiles et de motocycles,1760,5
50,H,Transports et entreposage,0016,140
50,H,Transports et entreposage,2219,30
50,H,Transports et entreposage,9999,23
50,I,Hébergement et restauration,1979,847
50,I,Hébergement et restauration,1501,219
50,I,Hébergement et restauration,9999,56
50,I,Hébergement et restauration,1631,47
50,I,Hébergement et restauration,1316,13
50,I,Hébergement et restauration,1266,8
50,I,Hébergement et restauration,5021,6
50,I,Hébergement et restauration,0953,5
50,I,Hébergement et restauration,9998,5
50,I,Hébergement et restauration,1505,5
50,I,Hébergement et restauration,1527,5
50,J,Information et communication,1486,48
50,J,Information et communication,9999,9
50,J,Information et communication,1307,9
50,J,Information et communication,1480,7
50,J,Information et communication,2148,6
50,J,Information et communication,2642,6
50,K,Activités financières et d'assurance,9999,82
50,K,Activités financières et d'assurance,2335,77
50,K,Activités financières et d'assurance,1147,39
50,K,Activités financières et d'assurance,1619,18
50,K,Activités financières et d'assurance,0478,13
50,K,Activités financières et d'assurance,3248,12
50,K,Activités financières et d'assurance,2247,11
50,K,Activités financières et d'assurance,2609,11
50,K,Activités financières et d'assurance,1486,9
50,K,Activités financières et d'assurance,2216,8
50,K,Activités financières et d'assurance,2420,8
50,K,Activités financières et d'assurance,1090,7
50,K,Activités financières et d'assurance,0016,6
50,K,Activités financières et d'assurance,2098,6
50,L,Activités immobilières,1527,102
50,L,Activités immobilières,9999,39
50,L,Activités immobilières,1043,26
50,M,"Activités spécialisées, scientifiques et techniques",1486,163
50,M,"Activités spécialisées, scientifiques et techniques",9999,109
50,M,"Activités spécialisées, scientifiques et techniques",2205,64
50,M,"Activités spécialisées, scientifiques et techniques",1090,43
50,M,"Activités spécialisées, scientifiques et techniques",1875,34
50,M,"Activités spécialisées, scientifiques et techniques",0787,34
50,M,"Activités spécialisées, scientifiques et techniques",2332,34
50,M,"Activités spécialisées, scientifiques et techniques",3253,30
50,M,"Activités spécialisées, scientifiques et techniques",0086,20
50,M,"Activités spécialisées, scientifiques et techniques",3248,19
50,M,"Activités spécialisées, scientifiques et techniques",2098,18
50,M,"Activités spécialisées, scientifiques et techniques",2420,11
50,M,"Activités spécialisées, scientifiques et techniques",2609,9
50,M,"Activités spécialisées, scientifiques et techniques",3250,9
50,M,"Activités spécialisées, scientifiques et techniques",3213,8
50,M,"Activités spécialisées, scientifiques et techniques",3168,8
50,M,"Activités spécialisées, scientifiques et techniques",1404,6
50,M,"Activités spécialisées, scientifiques et techniques",1979,5
50,M,"Activités spécialisées, scientifiques et techniques",3244,5
50,N,Activités de services administratifs et de soutien,7018,138
50,N,Activités de services administratifs et de soutien,1043,79
50,N,Activités de services administratifs et de soutien,9999,50
50,N,Activités de services administratifs et de soutien,1147,37
50,N,Activités de services administratifs et de soutien,7024,28
50,N,Activités de services administratifs et de soutien,2378,27
50,N,Activités de services administratifs et de soutien,1413,26
50,N,Activités de services administratifs et de soutien,3043,21
50,N,Activités de services administratifs et de soutien,2098,18
50,N,Activités de services administratifs et de soutien,1486,12
50,N,Activités de services administratifs et de soutien,1404,10
50,N,Activités de services administratifs et de soutien,3245,10
50,N,Activités de services administratifs et de soutien,1351,8
50,N,Activités de services administratifs et de soutien,1619,7
50,N,Activités de services administratifs et de soutien,1909,7
50,N,Activités de services administratifs et de soutien,2609,7
50,N,Activités de services administratifs et de soutien,1090,6
50,N,Activités de services administratifs et de soutien,1596,5
50,N,Activités de services administratifs et de soutien,1557,5
50,N,Activités de services administratifs et de soutien,3127,5
50,O,Administration publique,5021,455
50,O,Administration publique,9999,23
50,O,Administration publique,2190,5
50,P,Enseignement,9999,87
50,P,Enseignement,3218,51
50,P,Enseignement,5024,50
50,P,Enseignement,1090,42
50,P,Enseignement,1518,31
50,P,Enseignement,1516,21
50,P,Enseignement,7026,16
50,P,Enseignement,2511,12
50,P,Enseignement,7508,7
50,Q,Santé humaine et action sociale,1147,147
50,Q,Santé humaine et action sociale,9999,116
50,Q,Santé humaine et action sociale,1619,106
50,Q,Santé humaine et action sociale,3127,37
50,Q,Santé humaine et action sociale,0016,35
50,Q,Santé humaine et action sociale,2941,34
50,Q,Santé humaine et action sociale,5021,27
50,Q,Santé humaine et action sociale,5022,27
50,Q,Santé humaine et action sociale,2264,18
50,Q,Santé humaine et action sociale,0413,17
50,Q,Santé humaine et action sociale,0029,11
50,Q,Santé humaine et action sociale,1261,8
50,Q,Santé humaine et action sociale,1518,5
50,R,"Arts, spectacles et activités récréatives",2511,259
50,R,"Arts, spectacles et activités récréatives",9999,44
50,R,"Arts, spectacles et activités récréatives",7026,41
50,R,"Arts, spectacles et activités récréatives",3090,37
50,R,"Arts, spectacles et activités récréatives",1285,36
50,R,"Arts, spectacles et activités récréatives",1790,35
50,R,"Arts, spectacles et activités récréatives",1518,21
50,R,"Arts, spectacles et activités récréatives",1979,7
50,R,"Arts, spectacles et activités récréatives",2021,5
50,S,Autres activités de services,2596,289
50,S,Autres activités de services,9999,116
50,S,Autres activités de services,3032,78
50,S,Autres activités de services,1518,46
50,S,Autres activités de services,0759,22
50,S,Autres activités de services,2511,19
50,S,Autres activités de services,5017,19
50,S,Autres activités de services,3127,12
50,S,Autres activités de services,2002,11
50,S,Autres activités de services,1686,7
50,S,Autres activités de services,3016,7
50,S,Autres activités de services,3248,7
50,S,Autres activités de services,1978,7
50,S,Autres activités de services,1261,6
51,A,"Agriculture, sylviculture et pêche",7024,3396
51,A,"Agriculture, sylviculture et pêche",8216,749
51,A,"Agriculture, sylviculture et pêche",7025,302
51,A,"Agriculture, sylviculture et pêche",8214,175
51,A,"Agriculture, sylviculture et pêche",0493,60
51,A,"Agriculture, sylviculture et pêche",9999,47
51,A,"Agriculture, sylviculture et pêche",0804,18
51,A,"Agriculture, sylviculture et pêche",8211,17
51,A,"Agriculture, sylviculture et pêche",7026,8
51,A,"Agriculture, sylviculture et pêche",7018,5
51,C,Industrie manufacturière,0843,216
51,C,Industrie manufacturière,3248,210
51,C,Industrie manufacturière,0493,100
51,C,Industrie manufacturière,7005,68
51,C,Industrie manufacturière,9999,53
51,C,Industrie manufacturière,0804,29
51,C,Industrie manufacturière,7024,29
51,C,Industrie manufacturière,0184,24
51,C,Industrie manufacturière,1404,24
51,C,Industrie manufacturière,2609,23
51,C,Industrie manufacturière,2420,18
51,C,Industrie manufacturière,1411,16
51,C,Industrie manufacturière,0292,15
51,C,Industrie manufacturière,0158,15
51,C,Industrie manufacturière,1596,15
51,C,Industrie manufacturière,0993,14
51,C,Industrie manufacturière,1597,14
51,C,Industrie manufacturière,0044,13
51,C,Industrie manufacturière,1412,12
51,C,Industrie manufacturière,1286,10
51,C,Industrie manufacturière,0899,9
51,C,Industrie manufacturière,1267,8
51,C,Industrie manufacturière,3255,8
51,C,Industrie manufacturière,7025,7
51,C,Industrie manufacturière,0953,7
51,C,Industrie manufacturière,1821,6
51,C,Industrie manufacturière,1513,6
51,C,Industrie manufacturière,3109,6
51,C,Industrie manufacturière,3254,5
